Entity,Code,Year,Renewables (% equivalent primary energy)
Spain,ESP,1992,5.013249
Spain,ESP,1993,6.625087
Spain,ESP,1994,7.3138185
Spain,ESP,1995,5.938282
Spain,ESP,1996,9.653097
Spain,ESP,1997,8.328886
Spain,ESP,1998,7.947616
Spain,ESP,1999,5.6374245
Spain,ESP,2000,6.9646425
Spain,ESP,2001,9.178006
Spain,ESP,2002,6.3488426
Spain,ESP,2003,9.698218
Spain,ESP,2004,8.444597
Spain,ESP,2005,6.800817
Spain,ESP,2006,8.364842
Spain,ESP,2007,9.3278475
Spain,ESP,2008,10.477875
Spain,ESP,2009,13.524963
Spain,ESP,2010,17.252142
Spain,ESP,2011,16.013664
Spain,ESP,2012,16.591034
Spain,ESP,2013,20.175394
Spain,ESP,2014,20.319185
Spain,ESP,2015,17.742815
Spain,ESP,2016,18.941141
Spain,ESP,2017,16.00793
Spain,ESP,2018,18.693235
Spain,ESP,2019,17.812366
Spain,ESP,2020,22.833883
Spain,ESP,2021,23.206352
Spain,ESP,2022,21.746628
Spain,ESP,2023,24.918743
Sweden,SWE,1990,34.2481
Sweden,SWE,1991,30.05637
Sweden,SWE,1992,34.67141
Sweden,SWE,1993,35.202854
Sweden,SWE,1994,28.023264
Sweden,SWE,1995,31.378864
Sweden,SWE,1996,24.635288
Sweden,SWE,1997,31.72828
Sweden,SWE,1998,32.71404
Sweden,SWE,1999,32.12323
Sweden,SWE,2000,37.866596
Sweden,SWE,2001,35.34507
Sweden,SWE,2002,32.206024
Sweden,SWE,2003,28.300158
Sweden,SWE,2004,30.319536
Sweden,SWE,2005,35.004883
Sweden,SWE,2006,32.864414
Sweden,SWE,2007,35.20214
Sweden,SWE,2008,37.133144
Sweden,SWE,2009,39.755516
Sweden,SWE,2010,38.4675
Sweden,SWE,2011,39.769398
Sweden,SWE,2012,43.459965
Sweden,SWE,2013,39.280052
Sweden,SWE,2014,40.778534
Sweden,SWE,2015,46.67754
Sweden,SWE,2016,41.982113
Sweden,SWE,2017,42.70394
Sweden,SWE,2018,42.643585
Sweden,SWE,2019,44.814293
Sweden,SWE,2020,52.19571
Sweden,SWE,2021,51.12024
Sweden,SWE,2022,53.49401
Sweden,SWE,2023,53.890182
Switzerland,CHE,1990,26.992222
Switzerland,CHE,1991,28.26373
Switzerland,CHE,1992,28.394741
Switzerland,CHE,1993,31.083033
Switzerland,CHE,1994,32.318325
Switzerland,CHE,1995,30.77135
Switzerland,CHE,1996,26.179207
Switzerland,CHE,1997,28.932562
Switzerland,CHE,1998,28.326654
Switzerland,CHE,1999,32.331287
Switzerland,CHE,2000,30.638754
Switzerland,CHE,2001,31.92899
Switzerland,CHE,2002,29.157335
Switzerland,CHE,2003,28.98333
Switzerland,CHE,2004,28.126806
Switzerland,CHE,2005,27.23591
Switzerland,CHE,2006,26.256657
Switzerland,CHE,2007,29.21831
Switzerland,CHE,2008,29.095587
Switzerland,CHE,2009,29.297272
Switzerland,CHE,2010,29.107452
Switzerland,CHE,2011,28.232935
Switzerland,CHE,2012,31.610807
Switzerland,CHE,2013,31.100544
Switzerland,CHE,2014,32.28236
Switzerland,CHE,2015,33.313087
Switzerland,CHE,2016,32.569138
Switzerland,CHE,2017,32.465992
Switzerland,CHE,2018,32.574883
Switzerland,CHE,2019,33.7412
Switzerland,CHE,2020,36.92606
Switzerland,CHE,2021,37.471905
Switzerland,CHE,2022,33.011185
Switzerland,CHE,2023,38.325344
United Kingdom,GBR,1990,0.68011796
United Kingdom,GBR,1991,0.6104344
United Kingdom,GBR,1992,0.7424993
United Kingdom,GBR,1993,0.6676498
United Kingdom,GBR,1994,0.82537466
United Kingdom,GBR,1995,0.7896188
United Kingdom,GBR,1996,0.6443789
United Kingdom,GBR,1997,0.825345
United Kingdom,GBR,1998,0.9880291
United Kingdom,GBR,1999,1.1079069
United Kingdom,GBR,2000,1.1347202
United Kingdom,GBR,2001,1.0847902
United Kingdom,GBR,2002,1.2882673
United Kingdom,GBR,2003,1.2366321
United Kingdom,GBR,2004,1.6069714
United Kingdom,GBR,2005,1.9288653
United Kingdom,GBR,2006,2.121895
United Kingdom,GBR,2007,2.4230275
United Kingdom,GBR,2008,2.91075
United Kingdom,GBR,2009,3.5491805
United Kingdom,GBR,2010,3.6713443
United Kingdom,GBR,2011,4.9210544
United Kingdom,GBR,2012,5.4681044
United Kingdom,GBR,2013,6.9561815
United Kingdom,GBR,2014,8.871645
United Kingdom,GBR,2015,10.9549675
United Kingdom,GBR,2016,11.083126
United Kingdom,GBR,2017,12.93447
United Kingdom,GBR,2018,14.486315
United Kingdom,GBR,2019,16.16805
United Kingdom,GBR,2020,19.939514
United Kingdom,GBR,2021,18.11021
United Kingdom,GBR,2022,19.61384
United Kingdom,GBR,2023,20.520597
